Index,Molecule,Functional,Multiplicity,SpinRestricted,Precision,OrbitalThreshold,EnergyThreshold,MRChemVersion,Ncores,Walltime,SCFCycles,Energy,Completed
71,LiF,B3LYP-G,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,398.897366087,10,-107.48768569384454,True
76,LiOH,B3LYP-G,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,487.012676789,12,-83.43257052464813,True
8,H2O2,B3LYP-G,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1311.067033486,20,-151.6304800235171,True
1,H2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,135.384517391,6,-1.166697877432873,True
10,OF2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,2007.922134705,24,-274.5646068813203,True
11,FO2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,3875.538481563,43,-249.98562795201187,True
12,N2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,536.210370161,11,-109.46024312489078,True
13,NH,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,585.249743546,13,-55.176858185370605,True
14,NH2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,656.235956786,13,-55.83656640899188,True
15,NH3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,537.777412931,12,-56.51727741340109,True
16,N2H2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,719.182183642,13,-110.56580967236762,True
17,N2H4,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1029.939839692,16,-111.78776966116128,True
18,NF,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1045.32138523,17,-154.36644758036002,True
19,NF2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,2817.055779187,24,-254.17224844505085,True
2,F2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,688.146943355,12,-199.43665099746664,True
20,NF3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,2427.930303985,22,-353.9543932268878,True
21,NO,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1021.077999616,20,-129.82560910401267,True
22,NO2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1455.567629663,17,-204.99652836929943,True
23,NO3,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,3536.604954016,27,-280.0610470079285,True
24,N2O,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1102.649425663,15,-184.58248346258787,True
25,N2O3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,3561.932443719,27,-334.85264007271985,True
26,NOF3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,3006.860482855,23,-429.11409280890086,True
27,C2,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,615.280405718,11,-75.8453370791529,True
28,CH,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,465.02879377,11,-38.43370445967353,True
29,CH2,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,545.595588046,13,-39.10890853617647,True
3,HF,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,638.624910724,14,-100.40251236160614,True
30,CH3,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,647.951001459,11,-39.79283886164454,True
31,CH4,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,451.268537085,10,-40.4681088628371,True
32,C2H2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,607.765350903,10,-77.25888713696395,True
33,C2H4,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,843.098531287,12,-78.5086796037337,True
34,CF,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,934.875415543,16,-137.7063323259826,True
35,CF2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1725.961495202,20,-237.59188177284761,True
36,CF3,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,2294.900050162,18,-337.41998269981605,True
37,CF4,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1957.66528559,15,-437.30415679215906,True
38,CO,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,727.165536919,15,-113.24260589297154,True
39,CO2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1423.953243796,17,-188.49237911123654,True
4,O2,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,749.734094188,12,-150.2594848927954,True
40,C3O,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,2118.0214448,20,-189.2704592180986,True
41,CN,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1275.698241769,22,-92.64958938908181,True
42,HCN,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,826.45069918,14,-93.35478404739413,True
43,HNC,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,943.265127762,17,-93.33090227925156,True
44,CH3F,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1196.925704026,17,-139.6580658331048,True
45,CH2F2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1596.529651851,16,-238.86918695573078,True
46,CHF3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1777.047297015,13,-338.0891580240905,True
47,COF2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,3311.567415571,26,-312.392354963955,True
48,B2,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,674.181907104,11,-49.3468488833753,True
49,BH,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,353.797120652,9,-25.241527726844723,True
5,O3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1959.032342683,22,-225.3406508151827,True
50,BH2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,558.77790089,11,-25.885728813696016,True
51,BH3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,581.759879572,9,-26.555891669917465,True
52,BH4,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,738.244877149,11,-27.098934929255343,True
53,B2H4,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,903.920174626,12,-51.958085503744556,True
54,BF,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1070.628254371,14,-124.58627720578478,True
55,BF2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1479.870264815,15,-224.45467467234755,True
56,BF3,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1616.74086929,13,-324.40759548110907,True
57,B2F4,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,2703.682725874,14,-449.0764084269165,True
58,B2O2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1667.855054986,15,-200.10146750262209,True
59,BO2,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1779.958960944,21,-175.20231685620138,True
6,OH,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,607.178801585,14,-75.69024964120372,True
60,BO,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1052.102168789,19,-99.95810582548388,True
61,BN,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1070.606478589,20,-79.34377757696826,True
62,HBO2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1294.500665032,17,-175.87988809173726,True
63,H2BF,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,864.121281089,14,-125.83927631026732,True
64,BeH,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,444.37881061,10,-15.218501207401822,True
65,BeH2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,353.265864353,7,-15.865692774272677,True
66,BeF,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,910.66335825,16,-114.54099277456754,True
67,BeF2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1196.994990812,13,-214.48767170018957,True
68,BeO,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1374.913029012,28,-89.83873844921452,True
69,Li2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,355.860817673,8,-14.956034120615127,True
7,H2O,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,563.287015805,13,-76.38852084775812,True
70,LiH,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,292.779496289,9,-8.04734743693897,True
71,LiF,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,870.648855508,16,-107.35974376663945,True
72,LiO,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,812.132784758,15,-82.61707823021491,True
73,LiN,PBE,3,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,897.766594979,18,-62.01354282659874,True
74,LiC,PBE,4,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,801.664837907,17,-45.36366380755689,True
75,LiBe,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,765.254578218,15,-22.1133798969215,True
76,LiOH,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,823.861145463,14,-83.31818620168704,True
8,H2O2,PBE,1,True,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1197.558747163,18,-151.47770419697295,True
9,OF,PBE,2,False,1e-06,4.9999999999999996e-05,1e-06,1.0.1,120,1610.783268623,26,-174.8061336181953,True
1,H2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,75.649004979,7,-1.1690617728511488,True
10,OF2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,2893.919666504,26,-274.53336429454043,True
11,FO2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,5761.928049383,27,-249.94131858566053,True
12,N2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,566.060019822,11,-109.45296123212421,True
13,NH,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,849.961240619,9,-55.18388190493663,True
14,NH2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,620.284217421,9,-55.84140212661652,True
15,NH3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,413.48230175,12,-56.521209965421775,True
16,N2H2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,925.325958466,14,-110.55955447294177,True
17,N2H4,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1055.602723296,15,-111.79083814166121,True
18,NF,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1314.182920205,13,-154.36130834773033,True
19,NF2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,4330.629304528,18,-254.15182299962424,True
2,F2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1025.128537384,14,-199.41923300149713,True
20,NF3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,3959.634343474,21,-353.9273951744864,True
21,NO,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1962.262283392,21,-129.81440748581687,True
22,NO2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,2704.670801575,14,-204.96608861527096,True
23,NO3,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,4971.460860793,16,-280.0260668851523,True
24,N2O,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1575.720590576,17,-184.55628768489711,True
25,N2O3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,2868.317088537,21,-334.79490109066614,True
26,NOF3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,4438.493549731,24,-429.0676004388537,True
27,C2,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1473.101824101,18,-75.84231155895526,True
28,CH,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,533.852754238,10,-38.44105616802435,True
29,CH2,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,495.548778817,8,-39.11890496314886,True
3,HF,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,439.201689414,13,-100.40157914916142,True
30,CH3,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,508.116069681,7,-39.803144457894916,True
31,CH4,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,371.659742268,11,-40.47872481481029,True
32,C2H2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,769.444310903,12,-77.26242470171182,True
33,C2H4,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,800.179132982,13,-78.51900834621964,True
34,CF,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1142.483471318,12,-137.70447528987245,True
35,CF2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,3217.732192291,17,-237.5837378284824,True
36,CF3,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,3997.133771961,12,-337.4130860117245,True
37,CF4,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,3360.51199742,16,-437.29886961774054,True
38,CO,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,652.664420674,14,-113.23800355577907,True
39,CO2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1458.428017671,15,-188.47791837865026,True
4,O2,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1512.146514408,14,-150.24452377588258,True
40,C3O,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1753.48849864,19,-189.25533600334933,True
41,CN,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,2046.638574164,23,-92.63921158302159,True
42,HCN,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,786.443699971,16,-93.35149778877658,True
43,HNC,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,834.350667237,15,-93.329751285755,True
44,CH3F,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1002.560963779,15,-139.66428041187604,True
45,CH2F2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1548.587980381,16,-238.87017941142946,True
46,CHF3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,2352.700358242,16,-338.08563014236114,True
47,COF2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,5846.499668625,28,-312.3564636916864,True
48,B2,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1057.080175388,14,-49.34453000438055,True
49,BH,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,249.582245342,10,-25.24956312750252,True
5,O3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,2241.27900353,19,-225.28979945158244,True
50,BH2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,397.928923275,7,-25.896939356283426,True
51,BH3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,367.913432938,11,-26.568843086795624,True
52,BH4,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,500.225440822,7,-27.109734165875487,True
53,B2H4,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,714.573974782,13,-51.973714010703105,True
54,BF,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,648.336217057,13,-124.58837515626082,True
55,BF2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,2518.484817512,14,-224.45621751404968,True
56,BF3,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,43810.156076569,14,-324.4095100544381,True
57,B2F4,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,5904.725562967,14,-449.07981795600597,True
58,B2O2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,2162.338598569,15,-200.0933925287402,True
59,BO2,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,4067.693711355,23,-175.18858192808273,True
6,OH,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,741.849632469,11,-75.6928621926087,True
60,BO,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1061.657196766,12,-99.95482015753488,True
61,BN,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1713.231173014,17,-79.3443113386681,True
62,HBO2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1048.485691679,16,-175.87508417116683,True
63,H2BF,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,941.594326297,15,-125.84798195525418,True
64,BeH,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,322.74510313,6,-15.227094336300329,True
65,BeH2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,234.691650765,8,-15.876025527701461,True
66,BeF,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,869.255144558,10,-114.54434940496876,True
67,BeF2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1030.784157527,11,-214.48763980796357,True
68,BeO,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1653.215914969,15,-89.82927898366356,True
69,Li2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,672.025178895,25,-14.964989543016406,True
7,H2O,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,377.115645623,11,-76.38776374356661,True
70,LiH,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,163.96746521,9,-8.052705594727112,True
71,LiF,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,609.373723291,13,-107.35940641341952,True
72,LiO,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,586.909896073,8,-82.6198416292417,True
73,LiN,PBE0,3,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,618.555684856,9,-62.02162580904623,True
74,LiC,PBE0,4,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,648.433062183,7,-45.37410131632418,True
75,LiBe,PBE0,2,False,1e-07,9.999999999999999e-06,1e-06,1.0.1,180,2124.579329656,15,-22.122801052498225,True
76,LiOH,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,100,379.041080193,11,-83.31708838867098,True
8,H2O2,PBE0,1,True,1e-06,9.999999999999999e-06,1e-06,1.0.1,200,1551.502734909,20,-151.4657261966521,True
9,OF,PBE0,2,False,1e-06,9.999999999999999e-06,1e-06,1.0.1,120,1804.508230163,17,-174.7914956569875,True
